pickup_datetime,passenger,pickup_geohash,dropoff_geohash,fare
2012-11-06 12:21:37,1,dr5revxfk4n9,dr5ru0gugmmj,8.0
2014-02-13 03:29:10,1,dr5rsn73h2y7,dr5ru3kbwc8j,8.0
2014-07-25 18:27:00,2,dr5rutj1gwr7,dr5rgbtu1ex3,21.0
2015-06-13 21:15:33,1,dr72hgep2uh6,dr5ru3gqufr3,20.5
2009-08-02 00:24:34,2,dr5ru9npt4s9,dr5rsqzw5904,5.7
2010-12-07 14:24:00,1,7zzzzzzzzzzz,7zzzzzzzzzzz,4.5
2012-10-29 10:22:00,1,dr5rvnneuz6u,dr5rug9v0qps,8.0
2013-01-26 04:49:48,1,dr5rshybpw9c,dr5rt7615jhd,9.5
2013-04-19 17:36:00,3,dr5ru3jnqjff,dr5rud65szf3,4.5
2014-07-07 12:10:40,1,dr5rvh8x2uef,dr5ru9er6m13,9.0
2015-01-30 21:36:09,1,dr5rgbw91rvd,dr5rgfn3nf0h,6.0
2010-10-28 00:08:00,2,dr5ru7mxxb9d,dr5ru2jqud99,6.1
2013-09-30 12:53:00,2,dr5rueckmnpp,dr5rednmej04,28.5
2015-04-30 10:28:54,2,dr5rzjvznp17,dr5rsx162x9h,44.54
2011-07-12 16:24:00,1,dr5reynvfpb0,dr5rmhdtdcv9,17.7
2011-07-27 01:52:56,4,dr5rskbbyg85,dr5ru66499nx,9.7
2011-09-21 21:49:00,1,dr5ru14bb1uy,dr5rug7bg6fn,12.5
2012-09-07 20:36:00,2,dr5rug2xy2cb,dr5rsrktm641,7.0
2014-12-01 17:15:30,1,dr5ruue35zut,dr5ru3gf4k8k,20.0
2009-08-31 19:47:34,1,dr5rsjugj85v,dr5ru24r0sn3,5.7
2010-09-20 21:26:00,4,dr5reuk54zn2,dr5rgbtmxts2,6.5
2011-06-19 17:36:00,1,dr5rsw8vmf12,dr5ru63vecb9,8.1
2015-01-02 20:58:05,1,dr5rs4844kr8,dr5rsqcg2cuq,9.5
2010-08-21 18:34:00,4,dr5rezwr3yx4,dr5reffce8qe,9.3
2011-03-09 22:57:00,1,dr5ruf3dwce6,dr5rvppw9ud3,6.9
2011-07-23 01:01:00,1,dr72hdrxdhud,dr72h8fs3v66,4.1
2012-08-24 08:52:00,1,dr5rvr1d3ru6,dr5rumrupkyw,12.5
2015-03-31 10:41:14,1,dr5ruu8yvdq1,dr5rus42jtwn,7.0
2009-07-27 14:27:00,1,dr5recdwckdb,dr5ruep10snu,14.9
2009-12-16 21:29:00,1,dr72h9sgvn0x,dr5ruk3982wz,8.5
2010-01-10 14:56:57,1,dr5rsnvcybbz,dr5rue1qvw0t,9.3
2013-04-07 21:16:00,5,dr5ru3e550ng,dr5rsn9cruzb,7.0
2013-08-30 00:03:37,2,dr5rgbtnnskt,dr5rudeexp86,13.0
2014-02-27 23:56:00,6,dr5rsq0947jj,dr5rsnkngpv2,4.0
2015-04-08 09:34:13,1,dr5rsmnkx314,dr5rsnhu2q5r,7.5
2014-03-10 00:08:00,1,dr5rvp9xrdjr,dr5rvvsfq6nm,19.0
2010-02-22 23:52:23,2,dr5reuvf4r49,dr5resrj598r,4.5
2010-09-05 15:58:27,1,dr5rsr61qw9u,dr5ru7jytj5x,7.7
2014-03-08 14:27:48,1,dr5rug53znnr,dr5rud5vv790,5.5
2013-08-08 10:04:59,1,dr5rsmc8htx6,dr5rsh9hg3dt,7.0
2014-09-14 01:23:00,1,dr5reuqwn2vu,dr5rezyyhxpq,7.5
2012-01-16 19:33:00,2,dr5ru5xgjf69,dr5ru32tug90,6.1
2014-02-11 21:02:23,1,dr5reer0tb0b,dr5ref59tv1t,7.0
2009-06-10 20:51:00,1,dr5rsnp13jxe,dr5rsnfn9s6q,4.1
2011-05-26 07:41:00,1,dr5rsx0hrsgd,dr5rus987416,9.7
2011-05-26 07:41:00,1,dr5ru8bxs6p1,dr5ru929zcyy,6.9
2013-10-31 14:23:26,1,dr72h9eucpp3,dr5rsptnkbex,21.0
2012-01-27 22:15:51,1,dr5rudc0gp8q,dr5rke02cbnu,28.9
2011-01-31 18:52:00,1,dr5ryywjw3pc,dr5rukjdt5qy,32.1
2009-11-23 07:06:51,1,dr5ru76dmmg6,dr5rudejm4eh,4.5
2010-10-02 18:55:45,3,dr5rskhet49u,dr5rsjctdzmm,8.5
2012-08-08 20:42:40,1,dr5ruxct1etr,dr72hgxv05qc,6.5
2014-05-03 19:39:00,2,dr5rs48h19t0,dr5rshs3wvf2,6.5
2009-01-28 19:05:00,2,dr5ru84b8jce,dr5refgjjhb5,12.5
2014-09-02 20:15:59,1,dr5ruddve2w7,dr5rst92yv8v,12.5
2011-08-25 22:38:00,1,dr5rvp5ph3s4,dr5ru0ptckty,12.1
2010-11-08 17:44:00,1,dr72jh131ckt,dr5ruqxejcy6,8.9
2012-12-11 21:23:00,1,dr5ru1pfn2xq,dr72jq0pjz8w,24.5
2014-11-22 17:46:00,1,dr72hbc3d86x,dr5ruudmjpmv,11.5
2010-11-15 22:19:09,1,dr72hu7vsyrf,dr72jj0v8pm0,3.7
2012-08-22 13:41:50,1,dr5ru3xfc4qd,dr5reer9ny27,14.9
2014-08-21 22:17:24,1,dr5rsjk3rcpe,dr5refbv4sbg,8.5
2010-03-29 07:42:54,1,dr5rug5ewyps,dr5rukr5skfw,6.5
2010-05-01 14:37:00,1,dr5ruduc6upy,dr5rsw2jh4z3,8.1
2010-10-06 07:51:00,1,dr5reun1pb9e,dr5reg4hw5c5,3.7
2013-02-11 19:43:00,1,dr5ruv1qg536,dr5ruqpx9yev,7.0
2013-03-25 18:30:00,1,dr5rgbvrvt1r,dr5rgd2wf035,55.25
2014-06-08 17:32:00,1,dr5rug88gpcm,dr72j370knn4,9.5
2014-11-22 01:10:13,1,dr5ruxe16275,dr72hc4qp1yd,5.5
2012-04-01 20:44:04,1,dr5ru3svfhyw,dr5rudjdpcjc,6.5
2012-04-24 14:22:00,1,dr5ru082zg25,dr5rue0vm26r,12.5
2013-08-18 15:33:00,1,dr5rvnu0xmph,dr5rvnu0xmph,6.0
2013-09-24 17:38:00,1,dr5ru6g0nqr7,dr5rvn0u68dw,16.0
2012-05-27 09:56:37,2,dr72h89ymxsx,dr5ruthu7fcc,6.9
2013-02-22 13:15:00,1,dr5x1p1s1wn1,dr72j0un26r3,56.8
2015-03-30 21:08:05,1,dr5ru7tnpjew,dr5ruecznmsy,5.5
2012-03-09 09:33:00,1,dr5rusmmn52g,dr5ruzn5tee7,6.5
2015-04-08 20:38:41,1,dr5ru0zyscp6,dr5rgfnb3qvt,6.0
2011-04-18 18:55:09,1,dr5rvhfgt5jj,dr5rsxjns309,8.1
2013-01-14 21:37:00,1,dr5regdqh7n4,dr5rur5hyzzx,17.5
2013-11-26 10:51:00,1,dr5rvpvmzbw7,dr5rsjf5b98b,24.0
2010-06-04 08:51:00,5,dr5ruev5fqtd,dr5ruud5tq1b,7.3
2009-12-12 15:28:30,1,dr72jryhufdp,dr72jjq2yqxp,5.7
2009-04-14 11:32:46,1,dr5ryyxq6cy4,dr5ru7v3ctys,28.25
2010-02-24 05:43:19,1,dr5rusdhzh0r,dr72m3c9rvux,16.1
2010-09-20 21:30:00,2,dr5rgbzsxf5c,dr5rsqsec84z,6.9
2012-11-03 20:55:00,5,dr5rudtsue9z,dr5rug6meuzj,3.5
2010-08-21 03:08:00,5,dr5rsm755sp2,dr5rvn6c8uqu,10.5
2012-05-16 06:08:00,5,dr72j39puv1b,dr5rud55xr7r,9.3
2014-07-29 07:08:00,6,dr5rspvwpb07,dr5ru2k1082n,6.0
2010-11-01 13:00:52,1,dr5ruvcx6wpm,dr5rue15xsrp,6.5
2011-04-29 20:29:00,5,dr5ru7kdp17d,dr5ruh1hx3r6,5.3
2014-09-29 17:56:25,1,dr5rzjy95jf2,dr72m3ed4hv2,36.33
2010-10-26 21:09:56,1,dr5rsqhb5xj8,dr5ruddzrnsv,7.7
2011-06-13 03:53:00,1,dr5rsn73pcs5,dr5rsmyy1ff3,5.3
2013-09-23 13:10:38,1,dr5ru093f5hr,dr5ru23m7enu,6.5
2014-03-04 19:32:53,1,dr5ruyw1n4my,dr72h8mcv8yc,6.0
2009-10-20 14:56:06,2,dr5ru6vvq17x,dr5rzjxpk2tu,33.870000000000005
2010-10-18 23:16:20,1,dr5rsrdjjcc1,dr5rsptnvwjv,4.1
2014-07-23 13:57:09,2,dr5rvjhh8td7,dr5ru60qtdfd,22.5
2009-12-22 23:33:37,1,dr72hgdq073g,dr5rvngp7be1,9.7
2013-06-10 09:15:57,1,dr5rznh9dqm1,dr5rue353uj3,44.33
2013-08-17 17:13:11,1,dr5ru73ttd6z,dr5ru20kppby,11.0
2009-05-29 18:35:47,2,dr5rukrnwg7b,dr5ru9prhtq4,7.7
2011-02-21 09:09:27,1,7zzzzzzzzzzz,7zzzzzzzzzzz,8.1
2011-10-31 15:46:48,1,dr5ruznsutjj,dr72jm7j0dsw,10.9
2013-05-24 07:22:04,1,dr72j0x4rkdn,dr5rus1xwew6,10.5
2013-08-31 14:57:48,4,dr72hf4xp92z,dr5rumz8wc06,8.0
2009-10-18 13:31:47,1,dr5rvjmpds5z,dr5ruv5yrf2e,4.5
2011-11-09 11:20:59,2,dr5ru9d5krp0,dr5reffn1kyv,15.3
2014-01-10 21:54:00,1,dr5rsrvjs3yb,dr5ruqf6syks,14.0
2015-06-12 12:46:58,1,dr5reu4dw946,dr5reuwrwefm,5.0
2010-01-11 18:01:05,2,dr72h9msxn7g,dr72j737g43d,8.9
2010-08-03 18:20:00,1,dr5rudzrxgem,dr5rurpfy0pn,9.7
2013-03-17 13:44:12,1,dr5ruy6ynyke,dr5rumjdj9ww,8.0
2014-06-01 14:38:00,1,dr5rvpenssg9,dr5ruqrs4vyg,15.0
2015-05-31 02:33:14,1,dr5rsnpq9v2f,dr5reufuw5pn,7.0
2012-04-20 18:42:00,1,dr5rvpxq7qr9,dr5reyrrd5yk,21.3
2012-12-26 15:56:00,6,dr5ruvrc4r8x,dr5rvjt44e9s,6.5
2015-06-24 20:16:13,1,dr72hb8d46ze,dr5ru2rkpgxc,17.0
2012-05-12 03:50:00,1,dr5ru34c0np9,dr5ru7g0q0jw,7.3
2012-08-06 20:16:29,1,dr5rukqbpghp,dr5rsngxdehz,7.7
2012-12-25 12:22:52,2,dr5ru3ww1ev6,dr5rsfrbz5jn,18.5
2014-04-04 07:44:37,1,dr5rzn8s79r4,dr5rum8fjuxd,43.83
2011-02-11 22:34:19,1,dr5rvn28pwrg,dr5ru1xq3n6b,12.1
2013-07-28 07:55:37,1,dr5rvpehftmy,dr5ruvtmqbpk,4.5
2014-02-18 10:01:00,1,dr5rusnh72cy,dr5rvp8jsrzv,10.0
2010-08-29 02:11:08,1,dr5rumnd7npq,dr5ruk134krr,4.5
2011-01-13 10:54:00,1,dr5ruvw27vfq,dr5ru9d63qc8,8.1
2013-05-21 00:13:00,5,dr5refk0g3r7,dr5rut1ktdwe,15.5
2012-09-19 10:21:00,3,dr5rug254ue4,dr5rusx7cn7h,7.5
2012-10-30 23:22:16,1,dr5ruvv94u2n,dr5rs5ug1249,15.0
2014-08-13 05:55:55,1,dr5rvne8r4ed,dr5ru2yr5nmr,11.5
2009-09-04 12:53:59,2,dr5rsrczq858,dr5rgbxjezp0,5.3
2010-05-25 19:10:43,1,dr5ruu9c72q2,dr5rusmhcjny,7.3
2014-11-09 00:21:40,3,dr5ru73t24sm,dr5rux311yhw,10.0
2009-08-25 19:12:25,1,dr72h80dcnzk,dr5rsqnfssrs,14.1
2013-12-12 10:46:00,1,dr5rzn8gg5kg,dr5rudr89b6g,53.83
2012-04-26 16:12:11,1,dr5rsjfz3vr1,dr5ru7rr2d19,10.5
2013-12-12 05:57:31,1,dr5ru3ujpe89,dr5rsh8c30bk,9.5
2014-02-14 15:14:26,1,dr5rusy0g7cj,dr72h86dbr02,12.0
2011-08-05 06:02:43,1,dr5refqfrtd1,dr5rs5jjm8m5,3.7
2012-01-19 11:15:52,1,dr5rsx9smnf2,dr5ru2tjrp9x,4.9
2012-10-03 14:15:43,1,dr5ruu2jy3ut,dr5ruejrg27b,5.0
2012-11-04 11:42:00,5,dr5ru7d31sxf,dr72j0167ree,11.0
2013-02-14 14:05:00,1,dr5rswdc9n7n,dr5rsnj8n8tm,7.5
2013-12-08 03:08:17,2,dr5ref5fkdzp,dr5rezw6yu32,11.0
2009-01-12 18:41:27,1,dr5ru7zwdc7f,dr5ru7k1c5fv,5.1
2009-11-20 19:51:00,5,dr5rsj9mvgrk,dr5rsnj373ew,3.7
2010-09-17 09:00:00,1,dr5ru55m92ve,dr5rue9xjf37,38.59
2011-03-09 13:43:39,1,dr5ref30ybhz,dr5regbsrx5y,4.9
2011-06-11 18:12:00,1,dr5reyqc5gmp,dr5ru4qshywx,8.1
2012-01-28 00:37:00,1,dr5rt72806mk,dr5rtjmy5k84,6.1
2013-11-08 00:21:00,1,dr5ruqztj8j2,dr5rvpb9c6v8,9.0
2014-03-24 10:46:28,2,dr5rujxvp15x,dr5ru55jmr8f,7.5
2009-03-11 11:24:55,1,dr5rux8w6bsq,dr72hc621vxw,5.3
2011-03-30 11:35:34,1,dr72j1t2s80f,dr72j5j7cx4z,4.5
2011-08-08 20:15:00,1,dr5rutjc8q76,dr5ruuz163x0,4.5
2013-07-27 22:36:00,1,dr5rgcj0y9cw,dr5revr5ef6e,10.0
2009-06-05 17:45:00,1,dr5rukx1v8kr,dr72jn0wthxn,14.9
2012-02-28 05:31:00,2,dr5rus0dyzzw,dr5rvn9zjc88,8.1
2015-01-07 11:08:28,2,dr5ru1m4j5sc,dr5ru8v53sg1,8.5
2012-06-22 19:21:05,1,dr5rumpprbw1,dr72h99888ud,4.1
2013-04-13 08:44:49,1,dr5ruuysxu25,dr5rsnq9hcdg,12.0
2013-04-15 08:35:13,2,dr5ruhnk3zqc,dr5ruk97n7xx,5.5
2013-05-02 15:15:28,1,dr5ru93nn8cj,dr72h82h88v3,20.0
2009-09-21 11:56:00,5,dr5rs5mm63jp,dr5ru962r40c,8.9
2009-09-21 11:56:00,5,dr5rvnt8y8sr,dr5rvp10vfns,3.7
2010-03-07 19:46:38,1,dr5ruugr79mg,dr5ru88qwx2b,6.5
2011-02-15 00:58:00,2,dr5ru26rbxc0,dr5rummjnk38,9.7
2012-07-03 23:54:01,1,dr5ru68fwtk2,dr5ruhkkrtvv,4.9
2014-09-22 09:05:00,1,dr5ru4x0u88j,dr5rukrhbqkd,7.5
2010-04-09 20:47:22,1,dr5rudfs7ek8,dr5ru99s0s54,4.9
2010-09-28 18:10:00,1,dr5rudnzjync,dr5rsmmqs5u5,8.1
2014-04-05 22:57:45,1,dr5rsqmz0kp3,dr5ru7y7fhbu,13.0
2015-04-07 19:28:27,1,dr5rsnywnbty,dr5rsmu1my5x,5.5
2011-07-27 01:25:34,1,dr5rgbqjjkh1,dr5rvnfxhq55,12.9
2011-12-18 19:30:00,1,dr5x0ys8u9dm,dr5rkqvg4j3v,43.7
2012-12-24 00:38:00,2,dr5ru693fvzw,dr5rsjv5usr4,10.0
2014-04-19 20:21:00,1,dr5rusmmzt7w,dr5ru268eeuy,9.5
2015-01-16 11:12:08,1,dr5ru20yfhkq,dr72j0ejzk3n,23.5
2009-02-04 20:39:00,1,dr5rudysrf9n,dr5rumtxn64e,7.7
2009-06-21 14:13:00,1,dr5rsqrcuvb0,dr5ru6vvcd9e,8.1
2010-10-15 10:05:00,5,dr5ru7twjxsq,dr5ru2024dqc,6.9
2011-04-09 23:09:13,2,dr5rvhcjt39e,dr5rukg1smp4,10.1
2012-12-20 07:51:57,1,dr5rukkdv8hx,dr5rumpssns0,3.5
2009-01-17 23:21:24,1,dr5rsjt2wfqx,dr5ru4348vys,9.8
2009-08-18 20:42:09,1,dr5ru7qtr84x,dr5rutk2gfcs,4.5
2010-01-28 10:05:00,1,dr5rukj8ryyg,dr5ru4qev75m,6.9
2012-08-04 03:14:00,1,dr5rue4vdkh1,7zzzzzzzzzzz,2.5
2013-04-14 11:33:00,2,dr5ruqk9q216,dr5rux4nbxsp,4.5
2012-09-08 21:10:00,1,dr5ruu4x4pwh,dr5rudvs06dn,6.5
2009-08-11 04:42:19,1,dr72hu5pe1qr,dr5rt4s0r7r4,23.3
2011-08-25 23:00:45,1,dr5ruednezec,dr5rugcr9vsv,5.7
2012-05-26 21:02:00,1,dr5ru2v8907x,dr5reztn6961,14.1
2012-06-27 13:24:01,1,dr5rut8m1r4w,dr5ruxh7hz05,4.1
2013-06-30 10:26:00,1,dr5rznjzkn21,dr5ruktd3gph,38.33
2010-03-18 11:22:00,1,dr5ru20z14gv,dr5rsp58t5ce,4.1
2010-11-20 12:57:12,2,dr5rugcv3wrz,dr5ruvwevn5v,4.1
2013-12-22 09:42:55,1,dr72j14d7c3m,dr5ruvuk4w82,7.0
2014-06-17 15:36:36,1,dr5ruyqh8nkn,dr5rusrywk2k,6.5
2009-05-31 10:37:59,1,dr5rueqv026m,dr5rue481px5,4.1
2010-07-02 09:25:48,1,dr5rvjkz7s1c,dr5ruuqe9gf4,5.3
2011-07-12 13:40:00,4,7zzzzzzzzzzz,7zzzzzzzzzzz,4.9
2015-04-22 22:14:37,1,dr5rsnccbcs7,dr72jh60eepq,22.5
2009-08-24 07:21:56,1,dr5rspeb3z7y,dr5ruebwxfk8,6.5
2009-12-15 01:49:01,1,dr5rug2qxcxs,dr5ru63rp1ck,6.5
2011-01-19 04:33:00,1,dr5rsq5h2skp,dr5rt4gxcqyt,10.5
2012-05-19 20:21:00,1,dr5rsp7bffhu,dr5ru71n9mur,10.9
2013-01-22 16:21:00,4,dr5rshcxbq2r,dr5rut8j5zz0,9.0
2014-07-11 11:04:00,1,dr5ruvtjrwq8,dr5ru77h1x8e,16.0
2014-09-06 10:18:34,1,dr5x1p1ec0vf,dr5rjp32w3qz,43.5
2009-12-02 21:49:54,1,dr5ru7rxs4z1,dr5ruve40sb8,7.7
2011-03-27 00:23:01,1,dr5ruewj193p,dr5ru79f48q5,6.1
2013-01-31 05:40:13,1,dr5rugnn64pz,dr5rudkntzn6,6.5
2013-05-15 11:32:35,1,dr5rukqsd8ct,dr5ru63npqz5,5.5
2013-09-15 13:57:00,2,dr5rkw5uj71p,dr5rkr9j52pt,8.0
2014-03-14 09:38:00,1,dr5reztzkycw,dr5reytvug3e,6.5
2014-11-04 17:30:00,2,dr72j0ufug6g,dr5rvjv22nbf,8.0
2015-06-27 09:16:52,1,dr5rst8mbe10,dr5ru1bp2d9j,11.5
2010-03-28 00:56:52,3,dr5rukx08hjh,dr5rsh2mkt9m,13.3
2011-12-24 09:51:39,1,dr5rvhbge03e,dr5ru79b6syv,8.9
2014-04-15 23:26:00,1,dr5rvjc5zmnq,dr5ruzxg5xg0,5.5
2011-07-04 22:55:00,2,dr72hbc69955,dr5rvpz6jv4n,6.1
2013-08-27 20:12:40,1,dr5rsp78v68q,dr5rsw89edtb,6.5
2011-12-22 21:49:48,2,dr5rsqfc80yc,dr5ru651ffx2,9.7
2015-05-05 15:48:45,2,dr5ruerhueez,dr5x1p2wm5ku,57.54
2009-02-17 18:24:52,1,dr5rvj5sfvhp,dr72mw42up8s,31.9
2011-10-09 05:22:01,1,dr72hdr4m1pk,dr72hfeeyt6z,3.7
2012-06-24 02:39:19,1,dr5rukk39ucd,dr5rsx04bq13,9.7
2013-06-24 17:39:00,1,dr5rsjujrz4w,dr5rsrgntgwn,6.5
2013-11-11 20:52:00,5,dr5x0zs2rqc4,dr5rs1nskrpf,56.0
2014-06-13 21:36:00,2,dr5ruxguwv0v,dr5rsr2ycj21,16.0
2009-06-06 16:14:00,1,dr5ruh0z9ww9,dr5ru2ckgww1,8.1
2011-02-12 00:58:00,1,dr5rudh7ubzx,dr5rvvfvp2t7,13.3
2011-11-26 23:12:14,3,dr5rue4pgfkd,dr5rvr0f1kf4,9.3
2009-12-18 21:52:00,1,dr5ru722ctwz,dr5rusm2penx,8.5
2010-01-29 18:20:34,2,dr5ru35w8gqj,dr5ruevj6tdc,6.1
2010-03-09 23:28:00,1,dr5rsrdxb44u,dr72h2nuk6gs,11.7
2012-01-18 09:36:00,5,dr5ru03pk0kw,dr5ru1vq5p64,4.1
2011-07-09 00:40:00,2,dr5rezq38msr,dr5ru8b0scv1,7.3
2010-05-29 16:01:00,2,dr5rus22ncwr,dr5reyek7p9c,12.9
2010-09-22 19:13:00,5,dr5rsmnkvf3d,dr5rukkkj8js,8.5
2014-01-15 02:52:35,1,dr5ry3tupy8n,dr5ry9u16sde,3.5
2009-08-04 21:41:52,2,dr5rugdg32bp,dr5xbc1jhhcd,32.1
2013-03-31 02:33:00,1,dr5ru6ysp3u0,dr5ruerc88yy,6.0
2014-03-28 19:12:10,1,dr5ruvuknu63,dr5rurr2kzp4,7.5
2010-12-01 18:11:11,1,dr5rurxbt539,dr5rud65q20s,12.9
2011-12-10 21:38:08,2,dr5ruvp4htv3,dr5rvncbqgkq,4.1
2013-07-21 18:57:00,2,dr5rvnf01z1t,dr5rus90vvqq,9.5
2009-01-16 12:44:00,1,dr5ru3nydvb5,dr5rzn8y2ueu,25.9
2012-09-12 23:59:00,1,dr5rum58jgr0,dr5rsp2fgpem,10.0
2010-08-20 10:59:30,1,dr5rufdntmmd,dr5ru7k5h2wv,6.5
2010-10-10 22:36:00,1,dr5rukjk59rr,dr5rumeykf7j,4.5
2010-02-17 18:22:00,1,dr5reuh7dfeu,dr5rs0m0894q,10.5
2011-04-11 18:53:00,1,dr5ru96q0t18,dr5rkeb35z7n,21.7
2011-05-30 12:58:00,1,dr5ru6jwuyjb,dr5ruebrw6x2,5.3
2012-10-18 08:39:00,1,dr5ru99kpymd,dr5ru3c3pf2e,6.0
2014-06-19 22:47:40,2,dr5ru39ek499,dr5rvnyekx5m,20.0
2011-08-08 07:51:13,2,dr5ru7r55scb,dr5ruh6r71y6,6.5
2010-09-10 15:05:01,1,dr5rukk08y95,dr5rumyth0pr,7.7
2013-02-02 21:23:03,2,dr5rsp7mnpmt,dr5ru964ddnt,12.0
2014-05-05 08:35:18,1,dr5rudm13kxj,dr5ruekr1e7d,6.0
2009-04-09 16:24:32,2,dr5rugtv241r,dr72j0x00ezp,9.9
2009-06-19 10:34:00,3,dr5ryywm3m36,dr5rudtey4e9,19.7
2013-02-14 12:35:53,1,dr72j035pscr,dr72h9esdxz3,7.0
2013-12-25 12:00:49,1,dr5ruzycw2qf,dr5rue1t7r84,9.5
2014-04-22 14:00:26,1,dr5rurpc87gg,dr5ruegr22ts,10.5
2010-02-01 20:11:54,2,dr5ruzw4jvws,dr5rureugudq,6.9
2011-10-16 12:35:00,1,dr5ru0wsqht2,dr5ru6s67zsj,4.5
2013-02-08 18:02:00,1,dr5rvn3nndc3,dr5ruu0pd472,8.5
2013-11-11 16:35:00,2,dr72h83uz7mm,dr5rvr13uzcx,12.5
2014-05-29 23:24:21,2,dr5ru8bdywx6,dr5rvpkj9thj,11.5
2010-03-31 16:50:49,1,dr72hdqcq4vw,dr72wnyftc8p,23.79
2010-07-14 07:42:58,1,dr5rugw7k2zr,dr5rus6hj43g,7.3
2014-01-27 09:54:00,5,dr72j0qerhc9,dr5rurkfsu0x,14.0
2010-01-12 19:23:00,5,dr5rzjwzc0be,dr5ruxdfp5f8,29.07
2011-10-28 19:48:00,1,dr5x1pb7gbxu,dr5rkr9qf1gq,41.7
2010-06-13 16:16:00,1,dr72hdr4s9sp,dr72j5s456s9,6.9
2013-01-21 11:10:42,1,dr5ruv3w7nyq,dr5rutcpgqh2,5.0
2014-07-27 14:32:08,3,dr5ru6tphh0x,dr5rsqmzs5zk,9.0
2010-11-03 17:21:44,1,dr5rut207ehc,dr5ru3969kt9,8.9
2011-04-23 22:08:00,1,dr5rvnu0s349,dr72jmcruwck,14.5
2011-05-25 22:15:00,3,dr5ruqr7r07u,dr72hb8uwxwh,6.1
2011-07-28 13:20:00,1,dr5ru25d69sw,dr5rznhftc26,31.3
2012-05-12 13:06:00,1,dr5reunxs29k,dr5rsrsj40mc,12.1
2013-02-10 20:10:00,3,dr5rsmdtp6y2,dr5rgbrv3sr8,9.0
2013-07-12 20:50:00,1,dr5rvr3y6bez,dr5rvpvsrefg,3.5
2014-02-19 10:22:24,1,dr5ruepxnj6w,dr5rukxuf066,12.5
2010-02-12 18:23:25,2,dr5rugbr3mhe,dr5ru33mk2u7,7.7
2012-01-13 21:24:59,0,dr5x0zec6eqe,dr5x2fzqr1qb,8.9
2012-12-29 17:21:12,2,dr5ruddtgtev,dr5rus8d4xvx,6.5
2013-11-28 23:34:40,2,dr5rsqgnyrgd,dr5rusybkfmu,11.0
2009-01-21 22:59:41,1,dr5rusvcrbuz,dr5ru15r1j80,7.7
2011-07-16 22:33:00,2,dr5ru6vw12f2,dr5rurhz8tpt,8.9
2012-07-26 01:38:18,2,dr5rutn8g47k,dr5rux24gxh1,6.1
2015-02-28 12:45:16,1,dr5ru76pfkrw,dr5rsmgdwf2p,14.5
2009-10-16 06:57:16,1,dr5ru62f5s5t,dr5ru7m50nrb,5.3
2012-06-22 00:58:00,1,dr5rknpfdk6t,dr5rkvty3qpd,6.9
2012-10-20 00:03:00,1,dr5rgcjtprb3,dr5rum1qsjuv,6.5
2014-02-01 18:34:37,1,dr5ruggdu93n,dr5ru8szbc8p,6.5
2014-09-24 12:14:46,1,dr5rueqet65t,dr5reugqw1jj,19.0
2010-06-23 00:45:00,2,dr5ru7yrbjzk,dr5ru649z2wm,5.3
2011-07-28 22:11:00,2,dr5ru14ghytc,dr5ru4s7p3pb,4.1
2012-01-27 17:41:01,1,dr5rudtqdshy,dr5ruvjukwuk,12.5
2012-02-29 08:18:00,1,dr5ru6n4hvnj,dr5ruu30ch5n,8.1
2014-01-27 18:57:00,1,dr5rsnk2892u,dr5rvnhd0248,18.5
2009-04-11 20:51:53,3,dr5rsqdtusq3,dr5rsmt8uemw,5.0
2012-12-01 03:38:38,2,dr5rt0rg79zy,dr5rt5wpgj72,7.0
2013-02-14 22:31:48,2,dr5ruu1yt4uy,dr5rukdw14yd,9.0
2013-10-22 15:14:00,1,dr5rutbvxgf6,dr5ruvjh671s,7.5
2015-04-26 04:58:17,1,dr5rujyxr1gw,dr5rujyxqcvy,2.5
2011-05-02 11:45:35,1,dr5ruvwtpsc2,dr5ruywd8vr4,4.1
2011-02-08 06:31:04,1,dr5rutbumu4g,dr5rust49hr8,5.3
2009-01-07 11:34:03,1,dr5rvr9nj0f5,dr72j2e5q52y,3.7
2009-09-18 23:22:40,1,dr5ru6n4zfub,dr5reuq3rj9e,10.1
2010-01-11 07:22:00,1,dr5ruymg4fg9,dr5rvjhhzf8h,4.9
2010-09-24 22:24:00,1,dr5rumsjyj2u,dr5rukkc14m5,5.3
2010-11-08 07:51:03,2,dr5ruqxu98e7,dr5ruszuh2y0,5.3
2012-10-25 19:49:42,1,dr5rugqyrcnx,dr5ru2khpuzt,11.0
2010-08-22 18:36:35,1,dr5ru4x04x1m,dr5redq3txe9,13.7
2009-11-26 17:42:33,1,dr5ruskfuu8q,dr5rumz367jv,5.3
2014-07-08 20:33:00,1,dr5rsrdrrmne,dr5ru3qpx5zr,5.0
2009-07-19 11:24:00,2,dr5ru4kc4eum,dr5reye8935m,6.5
2009-08-26 16:17:37,2,dr5ru4x1jz6t,dr5r54xhn8gk,43.6
2011-03-07 21:40:00,5,dr5rusfqn4by,dr5rud14x8sb,6.1
2011-04-11 20:56:20,2,7zzzzzzzzzzz,7zzzzzzzzzzz,6.5
2011-10-20 08:21:24,1,dr5refh8vwf4,dr5rudqk0qdp,13.3
2011-11-29 20:14:18,1,dr5ru17dbpz3,dr5ru9k53s04,8.1
2012-09-13 09:02:00,1,dr5ryywv1d0k,dr5rvnndetvr,29.8
